text,mid
四川双马要成为A股下周最靓的仔,4662961577134040
空仓？,4662961577134040
收到,4662961577134040
不一定吧？,4662961577134040
周五和6月11日走势相似……个人观点,4662961577134040
下周一收大阳才是意外，但可能性很大,4662961577134040
制造才能兴国,4662961577134040
你一看空，大盘就会蹦达起来,4662961577134040
不妨碍提车就好,4662961577134040
咱们大A的熊逼走势很容易让老美更相信零和博弈，从而更不信咱们的所说的双赢。欧洲紧跟美国步伐，那是双赢,4662961577134040
继续分化,4662961577134040
侠哥说得好，该谨慎的时候要谨慎，短线风险大收益也大，但是谨慎的人能赚大钱,4662961577134040
侠哥看空，我们满上就对了，保准赚钱，今年无一失败！,4662961577134040
收到谢谢,4662961577134040
收到！,4662961577134040
爱国国货战线 肯定要炒的,4662961577134040
明天贵人鸟挂天花板,4662961577134040
本来100一节大课，现在要勒紧裤腰带去上300一节的一对一课了。不对，300是现在行情，估计要涨到600了,4662956628119913
因为教育成为西方资本渗透毒害我们下一代思想最严重的区域！你看着，下一步就是虎牙、斗鱼这些平台的末日！这个里面现在应该被很多西方资本给渗透啦！,4662956628119913
教育不是以金钱为基础的 强烈要求“公平教育”,4662956628119913
接下来轮到私教一对一了,4662956628119913
别读书了，本来压力就大，没了这些东西啥也学不会，我是天才吗我天天听学校老师讲课我就都能学会？,4662956628119913
我非常赞同教育机构不上市这个做法,4662956628119913
以后只能上一对一了 更贵 穷人就看着,4662956628119913
太不公平了,4662956628119913
笑死，活下来的培训机构跟个大爷似的，家长能把他们捧上天，供不应求，收费更贵啦作业帮本来还能拍个解析，现在没了，又不像那些有钱人家，请得起家教。难不成天天怼着问老师？那么多人呢，老师都得忙死，下班时间说不定都会被占用。这样搞对谁都没好处，也没减谁的负担，也不知维护了谁的利益。,4662956628119913
妥，又要换工作了,4662956628119913
家教式小班授课活了,4662956628119913
教育巨头几百亿现金,4662956628119913
希望能像我们小时候上学的制度，不要搞内卷，我记得班里只有几个成绩特别优秀的作为重点高中的培养对象，学校每周六会统一安排上午半天在学校，由本校的老师进行培优，不要家长掏钱，学生想进培优班，必须靠自己努力而不是家长的钱，我觉得挺好，现在都没有了,4662956628119913
每年课外辅导就要几万，哪有钱生二胎、三胎,4662956628119913
作为一名高中生看见这个真的焦虑得不行。请问国家这么做的用意是什么？固化阶层吗？,4662956628119913
农村小县城的孩子受到的教育资源非常匮乏，师资力量也不行 ，人才都是在城市啊，补课要这么多钱，谁付得起 ，现在很多中高考的要点大部分都是补课老师才知道的，学校老师压根就不会跟他们一样，讲的这么生动有趣，有啥口诀，人家需要钱的，贫困人家也付不起啊，这就跟有钱人家的孩子拉开距离了,4662956628119913
支持！为了防止教育资本化，为了中国的教育公平，一些牺牲是必要的,4662956628119913
无语了，脑子有些大病,4662956628119913
国内不仅整个教育行业内卷过于严重，家长和学生也如此，也算是给三胎政策开路吧,4662956628119913
最重要的一点没说，双减之后是不是只考课本知识，不考超纲?,4662956628119913
我们会不会也凉凉,4662956628119913
我们八月二十三号就提前开学了，都是说不让提前开学，教育局根本就没有让学校遵守,4662956628119913
无语了 让这些在教育机构的人怎么吃饭,4662956628119913
搜题软件为什么要禁止🙊,4662956628119913
我觉得应该先把那些辅导机构撤销打击掉，穷人家的孩子，只能学学校知识，各地方教育资源也不一样，乡镇的教育哪能跟大城市比，有钱人家的孩子才能去补课 ，那些补课的老师都是很优秀的，没钱人家的孩子哪里补得起，有钱人家的孩子，天天补赶紧撤销打击掉线上线下辅导机构教育吧，支持“公平教育” 吧！,4662956628119913
这一波政策似乎有些草率了,4662956628119913
看好，上有政策下有对策,4662956628119913
有些政策的出席，不应该让非师范专业的人不能考教资么，既然改革就得全面些,4662956628119913
活该,4662954236582718
私有化退市吧,4662954236582718
哦,4662953359708563
这个商业模式已经行不通了，这种个股基本就是退市。,4662951321015818
我想问问栗总及公司各位领导们，公司一直是这样的办事效率吗？,4662950599591662
时至今日下午，王胜先生每次好不容易打通电话，给我的说辞都不一样。第一次，考虑到我的特殊情况，可以先退一部分，剩下的按966政策，说所有的退款，政策都是一样的。,4662950599591662
然后王先生又又又失联了。,4662950599591662
我是陕西宝鸡的加盟商，我是5月19日晚上签的合同，5月20日打款，5月21日向松鼠AI的代表，也就是和我签合同的人，明确提出不能继续做了，申请退款。其后一直说在走流程,4662950599591662
"接下来开始失联。第二次，不管特殊情况了，就996,开始失联。第三次，说我不同意1年后全额一次性退款的方案，挂了电话，我们的王胜先生就反悔了，说我只能是996政策，原因是我的合同补充协议里没有乙方可在12个月内申请解除协议的条款，我说我的对接人当时说合同是制式的，全国的校区都一样，我当时信了",4662950599591662
一直到6月22日，才告诉我会有人联系我，于是我又等了一周，没等到任何处理这件事的人和我联系。6月28日，她又让我联系她的上司张大伟张总。7月7日，我终于联系到了张大伟张总。之后一直和张总沟通，张总说能全款退给我，会有人和我联系。又等了12天，7月19日，终于联系到松鼠的法务王胜先生。,4662950599591662
同为教培人 从昨晚上开始就一直心塞[牛轰轰拥抱][牛轰轰拥抱],4662937786255643
小姐姐加油，因为我现在面临着你同样的状况和心境。一定会过去的，我从不否定自己对孩子们的真心，加油,4662937786255643
每次看到电梯广告上学而思的作文五步法，我就一边吐一边盼着这一天到来。,4662937786255643
别难过，你做的没错，没有人否定你的努力。政策变动是国家大方向的规划，没有人能说是好的还是坏的，只有时间和实践才能说明。你做的很好，你做的事情很有价值，只是在人口困境下，政策只能有取有得。,4662937786255643
同为教培人,4662937786255643
想说点什么，但我知道你很清醒，无论你做什么我都认同你，不喜欢考的编爱谁考谁考，你在哪儿都能开出一朵花。,4662937786255643
同是培训机构老师，本来积累了很久，觉得可以更上一层楼，让自己教的孩子得到更好的教学，结果被团灭,4662937786255643
抱抱你，时代的一粒灰落在个人头上都是一座山,4662937786255643
加油，时代洪流下的个人无奈，降低期望值，让自己开心些吧,4662937786255643
都是教育培训工作者，真的很懂你的心情。,4662937786255643
怎么了？,4662937786255643
你好，你感兴趣的“和讯网”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> 和讯网超话,4662933231766189
高管串通掏空公司，早就肥了自己跑了，哪管公司以后的死活。,4662927006895604
都是之前炒作课业焦虑的,4662925002019371
之前科翰教育从业人员，讲实话，校长直接下命令，宗旨就一个夸他孩子，然后忽悠缴费，离职后克扣工资，结果我劳动仲裁赢了，屁颠颠给我道歉,4662924766873386
凉了,4662924766873386
真的有贯彻落实吗？吃相有点难看了哦,4662924766873386
别放狗屁了也不吧唧吧唧嘴，闻闻自己刚才放的屁啥味儿？现在收钱收的挺欢啊，周末也敢明目张胆得上课了，真是死猪不怕开水烫了呗,4662924766873386
市场自有判断,4662923471099309
护城河还在，城没了。。,4662923471099309
越抹越黑,4662923471099309
我不信,4662923471099309
我买过这个股票😱,4662923471099309
拉倒吧,4662923471099309
我也开心,4662921060160279
后面找不到工作就更开心了,4662917292886613
对，还得看落实与执行,4662915061777617
能实现吗？有个过程。,4662915061777617
出政策还要有落实才好,4662915061777617
除非在高考政策上改革，小学初中改革就是自己骗自己，不管减什么还不是一样要去挤高考这座独木桥，现在偷着乐总有哭的时候对孩子有要求家长不会受任何政策的影响，该怎么学怎么学，没要求的就是氛围组的，什么政策对他都没有影响。,4662910545035891
说的好听给孩子减负只不过是缺少廉价劳动力了,4662910545035891
双职工家庭，没有老人！寒暑假让两个孩子在家看电视？,4662910545035891
@自觉遵守食堂纪律,4662910545035891
小明和小亮是小学同学，双减政策出台后，小明再也不用上课外培训班了，每天下午放学后，就在小区的院子里疯玩，而小亮放学后，他在家上一对一，中考，小明上了技校，小亮上了重点高中，三年后，小明成为了生产线的一名技工，小亮考上了清华大学。 的确，他们都有一个明亮的未来。,4662910545035891
有争议，见解不同,4662910545035891
所以因为双减政策而被动离职的员工利益由谁来保障，至今拖欠工资上诉无门，希望政府能够重视关注到一大批失业者,4662910545035891
这什么分析？高考语文要让50%的学生来不及做，这句话是谁说的，到底是谁给家长学生造成了焦虑，是越来越难的中考，高考试卷。超纲的考卷这些年还少吗？好学校的学区房天价一般的存在，普通人家的孩子初中上不了好学校，不想内卷先把教育资源平均了，学区房取消了，这是治本的办法！,4662910545035891
我也觉得 我是私立学校的 没培训机构之后我们都是请家教私教的 我觉得反而更麻烦了啊 阶级不是分化更大了吗,4662910545035891
你怎么知道普通家长听闻别人家一对一不焦虑呢？整个社会内卷这么严重，报班陪跑的家长现在仍然会报一对一的，因为社会内卷情况依然存在，教育投资的诱惑和意识整体都提高了。不能和咱们小时候比啊，咱们那一代的父母受教育化程度普遍不高，认为一个也养两个也是养，多双碗筷的问题…这是一个整体社会的,4662910545035891
还是要看根源问题，只是取消校外机构，家条件一般只能课下就靠自己，家庭条件条件好的有一对一，怎么说，就感觉两极分化可能会更加剧,4662910545035891
转发微博,4662910545035891
强烈呼吁取缔衡中模式,4662910545035891
为什么不从中高考，以及提升普通工人的收入这些本源问题着手呢？,4662910545035891
这样恐怕更不敢生孩子了，本身父母文化程度不是很高，提供不了很好的辅导，如果仅仅靠着孩子的天赋，那以后万一连高中的都上不了，只能把送去辅导班的钱留着以后给孩子当生活费了。不能这样一刀切，关键是教育体制本身的改革吧。,4662910545035891
分析的比较透彻… 感觉让学校老师做晚托后，老师也流失… 朋友在公立学校当老师，本来压力就很大，每天备课到很晚，很多老师熬得一身病，女老师怀孕了容易流产。有编制的好歹收入尚可，没编制的收入甚微…再搞托班，更多老师会转行…我旧同事说，他们老家，成绩好的出去闯了，成绩不好的留下来当老师了,4662910545035891
回归课本，考试不超纲，保持教育严谨性，考虑个性发展，承认尊重先天个体差异，才是家长翘首以盼的。职业教育更是应该以兴趣爱好作为突破口，发展多领域多入口的职业环境，规定例如空乘等专业的学历控制线，杜绝各行各业攀比学历招工的风气，建立高工，高技能给予高学历认证，确认技术工种社会地位。,4662910545035891
只要游戏还在运营平台规则不变，我们都知道外挂、氪金会破坏游戏平衡，但禁外挂首先是要保障的氪金玩家的利益，氪金玩家是平台收益的主要来源，所以所谓的公平性仅仅是针对普通玩家而言，保障氪金玩家能够完虐普通玩家才是对人家所氪的金最大的公平。,4662910545035891
能不能认真执行很重要！早就有文件不让微信布置作业可是事实是这样的吗？,4662910545035891
先不说利大还是弊大，学校不还都是在违规补课，减了个寂寞,4662910545035891
@不小心把权志龙睡了a @GuiLLotine--,4662910545035891
娃说学校老师讲课还是培训班老师讲课好，他喜欢培训班老师上课，比较有效果，现在一刀切了，咋办？对比那些学校老师资源比较好的，我们连加油的机会都被剥夺了。,4662910545035891
只要找工作难，需要学历，考编，考公务员，需要学历，就没法根本解决教育问题，没法不焦虑，没法不内卷，那个家长愿意让自己孩子那么早没有书读，只能在社会低层工作，禁止教培，家长负担岂不是更重了，还不如禁止一下网络游戏[泣不成声],4662910545035891
房价才是主要矛盾，这是社会最大的不稳定因素。教育是每个家长愿意为孩子们未来所付出的！,4662910545035891
所以呢，又有哪个学校做到了呢？,4662910545035891
什么时候关闭私立学校呢？或者什么时候全部转为公立？否则就成了阶级固化。,4662910545035891
如果任由补课这么疯狂下去。普通人在补一百元的大课，中产在补五百元的小班，有钱人补两千元的一对一，除了家长的钱还孩子时间的付出，我们得到了啥？成绩可能提升了一些，但排名会得到提升么？排名没得到提升在按百分比选拔的制度下，补的意义在哪？,4662910545035891
我是民办学校的 这样说吧 双减政策只不过让我们从去培训机构上课变成了请家教私教而已 本来中等收入和高等收入家庭都会去补课，现在只有高等收入的家庭都请家教了，这不是让教育资源更不平等了吗，减负也没有减啊我不理解,4662910545035891
我怎么感觉是更大的不公平！培训机构的存在其实可以给大家多一个选择，国家不应该阻止家长给孩子更好的教育的权利~有钱人照样读私立，请私教，没钱的却只能靠运气~双减政策表面上是为了人人公平，实际上是想斩断阶层上升的通道，让有钱的接受精英教育，没钱的接受宽松教育，从而达到阶层垄断的目的~,4662910545035891
我就想知道那些京官家的孩子补不补课,4662910545035891
上有政策，下有对策。 不能拿北京举例，太片面了。 现在的教育体制，老师教育思想已经走偏，想扳回来，难,4662910545035891
坑的还是普通家庭,4662910545035891
深度好文,4662910545035891
有没有想过我们普通人的感受,4662910545035891
#双减意见如何规范学生作业和校外培训# #双减政策的落地能缓解鸡娃焦虑吗#,4662910545035891
@酸糖c,4662910545035891
暑假寒假孩子放在哪里呢？一个人放在家里玩游戏？那请出台政策，寒暑假家长可安排一个人带薪休假在家管孩子,4662910545035891
未来可期。但目前职教太拉胯了....难以让家长信服。目前社会还没有形成“蓝领光荣”“不要学历歧视”这样的认识。,4662910545035891
特别好，期待彻底实行,4662910545035891
看到改革，突然想起了前一段时间电视剧小舍得，感觉以后教育孩子的现实写照就是小舍得里得情景！公园的帐篷，破旧的厂房将变成偷偷补课的根据地，周一到周五每晚孩子们估计要被歇斯底里的家长逼迫的晚睡早起，精神崩溃！,4662910545035891
只要应试教育在，就永远改变不了现状。,4662907410842395
从公开竞争转入地下斗法……,4662907410842395
要想彻底降温还得降低长期形成的鸡娃心里和预期，需要一个时间,4662907410842395
小时候啥环境？没作业吗,4662907410842395
这货不就是立思辰嘛,4662902764606712
国家这个政策对这些公司和行业造成巨大伤害，有点类似四五十年代反地主一样，有点过了,4662902764606712
早日倒闭,4662902764606712
先跌为敬吧,4662902764606712
投机取巧，抢学校的饭碗，不正当竞争，早改整治了,4662902764606712
当拥有巨大财富瞬间化为灰烬时是什么的心态,4662901347188917
4.9成本买了三万股，要被埋了,4662901347188917
不退市倒闭，退市苟延残喘。,4662901347188917
钱都赚的差不多了，赶紧转行吧！,4662901347188917
退市吧 文件说了不许教育机构上市融资,4662901347188917
终于等到这一天，作恶多端的教培机构……,4662901347188917
实事求是，周一涨停,4662901347188917
欢迎互动,4662899953372480
家长不淡定，成绩不好的怎么办，家又不富裕的,4662897110682614
谁还记得当年茅台3000目标价,4662877300458426
境内外资本采用互联网平台模式，先砸钱，再垄断，最后图穷匕见大提价收割全国人民。,4662877300458426
教育科技是啥,4662877300458426
这种一刀切的政策不可取。我国和国外各种大环境都不一样，孩子进职高的风气绝对不能对标国外职业大学或社区大学，好转也不是一朝一夕的，可能要牺牲一代人。,4662875945700966
我一直以为高中是都能考上的，然鹅我错了，慢慢才知道原来有一半淘汰率，后来邻居跟我说，广州市区淘汰率也有70%。然后想起我读书的时候，学校分了尖子班三个，一个班50人，基本上都上了高中。但我忘了还有七个班的普通班，大部分人都没考上。如今内卷这么厉害，都开始鸡娃，大人小孩都好辛苦。,4662875945700966
是啊，唉，现在觉得家里有老师真好,4662875945700966
你想听听我的故事吗,4662871911303412
社会学家•谭老师,4662871911303412
谭老师进化 当代鲁迅谭老师,4662871911303412
这种一刀切的政策不可取。我国和国外各种大环境都不一样，孩子进职高的风气绝对不能对标国外职业大学或社区大学，好转也不是一朝一夕的，可能要牺牲一代人。,4662865405937447
看开就好了，儿孙自有儿孙福，劳动最光荣，别人混吃等死享受你一辈子挣不到的财富憋心里不平衡就行,4662865405937447
政策落到实处的后果就是私人家教价格升高富人请私人家教穷人靠自学能力,4662865405937447
现在真的就是且看且珍惜,4662865081930745
总之，被夹被限没有理由。,4662865081930745
确实好辛苦，加油,4662865081930745
好想看啊……,4662865081930745
跟谈不谈政策不好没有关系，算法屏蔽的，又不是人工审核,4662865081930745
我属于85后老阿姨了，二胎坚决不考虑，经济尚能承担，是真的没有时间和精力。,4662865081930745
现在生育主力军都是90后，我也是90后，我身边的朋友没有愿意多生孩子的，没人带，太累，影响自己的职业，以及非常重要的养孩子成本太高太高，尤其教育成本我本人有两个孩子就已经非常累了，第三个没想过除非我老公一夜暴富有时间有金钱，才会考虑吧,4662865081930745
唉,4662865081930745
嗯，不合时宜。人民考虑的太多，国家容易有压迫感。,4662865081930745
适宜不适宜又是由谁来判定呢？微博有什么资格来判定呢。,4662865081930745
不可能要二胎了，一胎压力就很大，父母都上班，我自己要请育儿假带孩子,4662865081930745
这几年只能唱山歌,4662865081930745
感觉微博根本听不到什么其他声音了，基本都是一个样,4662865081930745
可能是没给x浪钱的问题,4662865081930745
能把博文截图发微博吗？有些博主这么做,4662865081930745
大朝鲜特色，让人民做哑巴,4662865081930745
写成图片倒着放就不会被限流屏蔽,4662865081930745
最近好多平台都这样，感觉就是在偏面维护党政，难道老百姓的真实困难都要隐瞒了，一味歌工颂得,4662865081930745
唱支山歌吧,4662865081930745
睡觉吧,4662865081930745
英语舞台剧话剧属于学科类吗,4662862285112716
@qd风轻云淡999：正规机构都遵纪守法，越是李沧区虎山路27-66/67号金博得教育这种小作坊胆子大，正大光明挂着那么大的“小初高文化课一站式辅导学校”，没证还敢叫自己学校？！没人管吗？现在还正常招聘老师，偷着辅导课，还宣传有在职一线老师，越没证越不怕查啊！,4662862285112716
三胎政策？ 国家教育事业的发展，刺激家庭教育需求的提高，从而增加抚养费用，起到控制生育率的作用？,4662846376381832
你跟我说拍题下架，那我有什么不会的题你来开直播和我们讲？真无语，明明教育资源已经不平衡了，还要这么搞,4662844858043732
早就应该杀杀这股风气了。都在赶超教学，孩子受不了，老师受不了，家长也受不了…内卷的厉害。这一代人长大之后，没有多少童年的欢乐可以回忆，从懂事起就生活在竞争之中，吃相相当难看，性格、心理很容易变态。,4662844858043732
我直接无语,4662844858043732
那是你没看过广东的中考数学试卷,4662838603547752
不难怎么拉分数，都上吗,4662838603547752
拍图搜题是真的好用,4662834891854665
波哥你19买的中公股票怎么样啦…,4662834891854665
做成年教育,4662834891854665
并不,4662834891854665
艺术类培训班应该还好吧？。。。,4662834891854665
富人：嘿嘿，我请家教,4662834891854665
我真是醉了....51不是上不了...不补课？非要我们一对一吗？那不是花更多钱,4662834891854665
会不会1对1的家教老师的时代来了，这样更是伤不起啊,4662834891854665
@鹿鹿鹿鹿七七,4662834891854665
作业帮最恶心 早该这样了,4662834891854665
怎么转？不收费？,4662834891854665
直接团灭啊 波哥能偷图不,4662834891854665
这是为老师取消寒暑假铺路呢,4662834891854665
不管用呀，我们这初升高的衔接班上的热火朝天,4662834891854665
波哥，我在的辅导班是辅导高中的，是不是也不能在周末节假日期间辅导学生,4662834891854665
为啥我们这里现在培训机构搞得风风火火？每天学生挤得爆,4662834891854665
培训机构确实需要整治，但是请不得起家教的普通家庭的孩子想补课时，又能去哪里补课呢？过去大部分孩子都是在中小培训机构补课，现在条件一般的孩子没法卷了，有条件的孩子仍然在卷，那么条件一般的孩子在应试选拔的机制下，如何比得过有条件的孩子？,4662834891854665
对私立学校没有多大影响吧？,4662834891854665
我们这里的培训机构的对策就是周末不补课，周中补，就是周一到周五的晚上，好老火，现在延时服务，本来学校就放学晚，然后晚上再上培训班，孩子好累嘛,4662834891854665
拍照搜题用的好的话很有用啊，不可能题题都问老师吧，节约时间，很多老师也用搜题，啊这..,4662834891854665
@Yvonne冲冲冲呀,4662834891854665
开始通过教育给社会分层了吗？,4662834891854665
我自己花钱买课还不行了嘛,4662834891854665
掌门一对一呢？,4662834891854665
有点担心会不会中小机构资金不足，退不了费，直接跑路啊,4662834891854665
没关系，我准备自学小初高，考验考公知识教我儿子,4662834891854665
没有落实有什么用,4662834891854665
阶级要固化了 表面上是减负 实际上有钱人都会请家教,4662834891854665
这个对公务员培训，职业教育培训应该没什么影响吧,4662834891854665
这图推不能拍图怎么解,4662834891854665
上有政策下有对策,4662834891854665
波哥，看我私信,4662834891854665
所以之前买的课要退吗？,4662834891854665
粉笔华图呢,4662834891854665
在线网课也不可以了么？,4662834891854665
可能是为学校托管铺路，校外的送不去了，人又自己带不了，那就只能往学校送了,4662834891854665
加大审批、堵死准入，这是认为增加政策壁垒，利好有证且转型成功的教培机构，以后每个地区可能就几家垄断了啊。,4662834891854665
真的要团灭了,4662834891854665
美术类培训监管吗,4662834891854665
我是培训机构的老师，支持该政策，现在的内卷太严重了，想了解一下，是试点城市实施，还是全国施行呢？,4662834891854665
那么境内的外籍教师咧？有些在国内开的外教课程会不会被灭掉？,4662834891854665
转发微博,4662834699436805
@十年十倍好基友: 正在落实，举报了就会被抓，目的是降低养娃成本，解决国家大计：生育率下滑的问题。房价也在控制。 降低养娃成本的一系列政策正在加速出台。从事相关培训的人需要认清形势。,4662834699436805
目前还有很多这些情况，什么时候才会真正落实,4662834699436805
今天地产、医疗、医美、白酒、保险、汽车等概念也大跌，就是担心政府出台类似教育培训垂直核打击政策。不能怪A股敏感，只能怪中国极左的政策，历来是一脚油门、一脚刹车。,4662832500839781
我赞同你的观点。今后，凡是影响新生人口增长的都会被政府“打压”。高层已经意识到：人口结构严重失衡将影响到未来中国的经济和科技发展，甚至是国防建设。,4662832500839781
房地产泡沫才是出生率断崖式下跌的根子，其余都是毛毛雨。,4662832500839781
一边减负，一边拽着一批15岁学生50%分流职高。多造人，多快乐教育，大力发展技术工人。湖北十堰中专生被逼进厂干活，跳楼自杀的事情才过多久？职业教育办成什么样子？还美化职业教育呢。中考高考还是那张卷，还是一样的名额，不让补课无非就是用社会主义重拳禁止一部分人参与竞争了。,4662818898969350
把游戏也禁了吧，把物价调低！牛奶奶粉尿不湿不超利润的百分之5,4662818898969350
教育说公平。就是滑稽。,4662818898969350
实施了吗，现在还在搞的找谁管,4662818898969350
都优秀了，谁给有钱人的子女打工啊，你们以为谁在去叫着双减啊？一定是钱包鼓的可以请一对一家教的，这样他也能少花点，他们家孩子也不至于那么累,4662818898969350
双减政策利好的是什么，没错，是网络游戏,4662818898969350
人权是越来越没有了,4662818898969350
默默关注着,4662818898969350
@来来从此以后__,4662818898969350
支持国家的改革啊,4662818898969350
这个想法太棒了，支持国家改革,4662818898969350
开头的节奏太慢，实在看不下去。,4662818898969350
主持,4662818898969350
不怎么理解这种政策,4662818898969350
加油,4662818898969350
支持国家的教育改革,4662818898969350
一句话解释:不能让下层阶级这么轻松的获取教育资源,4662818898969350
好多评论都好激烈啊说这个政策是因为某些人觉得打击教培就能让教育更公平、发展得更好。面对“好”“公平”这样的形容词，关键就是怎么界定：什么是好？对谁好？国家出台政策，那肯定得是对国家好，国家觉得什么是好呢？能帮助筛选出国家需要又欠缺的有创造力的“天选之子”和有执行力的工人,4662818898969350
现在学校的老师比教育机构更应该整治，上课不好好上，下课去搞补课，说是补课，就发一张卷子大家做，做完一起说答案。md一群神经病，自己小时候成绩一般，现在加倍的把自尊用金钱赚回来。,4662818898969350
吴老师的直播来啦！,4662818898969350
那是不是小学去私立会更好呢,4662818898969350
从来没觉得体制内的教师相比家长孩子强势，不知道这结论怎么来的。,4662818898969350
了解了啊,4662818898969350
我们这边每学期300元,4662818898969350
不知道,4662818898969350
蹭热度,4662818898969350
吴老师的头发是拉直了吗？,4662818898969350
不是教育部的政策,4662818898969350
马克一下！,4662818898969350
我准备卖掉一套上海房 一对一全科补课去,4662818898969350
支持改革，支持吴老师,4662818898969350
xswl,4662818898969350
#双减意见如何规范学生作业和校外培训# 支持国家改革！势在必行～,4662818898969350
拼天赋的时候到了,4662818898969350
。。,4662818898969350
一直要有一个方向，不管有什么改变，做好就行，朝着方向前进。,4662818898969350
所以想法很重要,4662818898969350
不是抢跑，是学校教育吃不饱！空闲时间难道去玩网络游戏么？,4662818898969350
有课代表吗,4662818898969350
双减，原本培训还能接受的，之后都一对一了 ，费用更贵了。,4662818898969350
微博2年实现80万粉创作者，国家一类出版社图书主编，两次名校裸辞，实现经济自由，助力老师们转型。欢迎联系，工作微信：yuwenyizhan16,4662818898969350
太期待啦,4662818898969350
房价才是主要矛盾，这是社会最大的不稳定因素。教育是每个家长愿意为孩子们未来所付出的！,4662818898969350
快乐,4662818898969350
有些话说的有失偏颇,4662818898969350
